Date,Country,ISO-3166 code,Confirmed cases,New cases,Deaths,New deaths,Transmission type,Days since last case
2020-04-04,China,CHN,82930,55,3338,3,Local transmission,0
2020-04-04,Republic of Korea,KOR,10237,81,183,6,Local transmission,0
2020-04-04,Australia,AUS,5635,181,34,6,Local transmission,0
2020-04-04,Malaysia,MYS,3483,150,57,4,Local transmission,0
2020-04-04,Japan,JPN,3271,351,70,1,Local transmission,0
2020-04-04,Philippines,PHL,3094,76,144,8,Local transmission,0
2020-04-04,Singapore,SGP,1189,75,5,0,Local transmission,0
2020-04-04,New Zealand,NZL,872,48,1,0,Local transmission,0
2020-04-04,Viet Nam,VNM,240,1,0,0,Local transmission,0
2020-04-04,Brunei Darussalam,BRN,135,1,1,0,Local transmission,0
2020-04-04,Cambodia,KHM,114,0,0,0,Local transmission,1
2020-04-04,Mongolia,MNG,14,0,0,0,Imported cases only,3
2020-04-04,Fiji,FJI,12,5,0,0,Local transmission,0
2020-04-04,Lao People's Democratic Republic,LAO,10,0,0,0,Local transmission,3
2020-04-04,Papua New Guinea,PNG,1,0,0,0,Imported cases only,15
2020-04-04,Guam,GUM,93,9,4,1,Local transmission,0
2020-04-04,French Polynesia,PYF,40,1,0,0,Local transmission,0
2020-04-04,New Caledonia,NCL,18,0,0,0,Local transmission,2
2020-04-04,Northern Mariana Islands (Commonwealth of the),MNP,8,0,1,0,Local transmission,2
2020-04-04,Spain,ESP,124736,7026,11744,809,Local transmission,0
2020-04-04,Italy,ITA,124632,4805,15362,681,Local transmission,0
2020-04-04,Germany,DEU,91714,5936,1342,184,Local transmission,0
2020-04-04,France,FRA,67757,4221,7546,1053,Local transmission,0
2020-04-04,The United Kingdom,GBR,41907,3735,4313,708,Local transmission,0
2020-04-04,Turkey,TUR,23934,3013,501,76,Local transmission,0
2020-04-04,Switzerland,CHE,20489,783,666,59,Local transmission,0
2020-04-04,Belgium,BEL,18431,1661,1283,140,Local transmission,0
2020-04-04,Netherlands,NLD,16627,904,1651,164,Local transmission,0
2020-04-04,Austria,AUT,11766,241,186,18,Local transmission,0
2020-04-04,Portugal,PRT,10524,638,266,20,Local transmission,0
2020-04-04,Israel,ISR,7589,559,42,6,Local transmission,0
2020-04-04,Sweden,SWE,6443,365,373,40,Local transmission,0
2020-04-04,Norway,NOR,5510,302,50,6,Local transmission,0
2020-04-04,Russian Federation,RUS,4731,582,43,9,Local transmission,0
2020-04-04,Ireland,IRL,4604,331,137,17,Local transmission,0
2020-04-04,Czechia,CZE,4472,282,59,6,Local transmission,0
2020-04-04,Denmark,DNK,4077,320,161,22,Local transmission,0
2020-04-04,Poland,POL,3627,244,79,8,Local transmission,0
2020-04-04,Romania,ROU,3613,430,141,8,Local transmission,0
2020-04-04,Luxembourg,LUX,2729,117,31,0,Local transmission,0
2020-04-04,Finland,FIN,1882,267,25,5,Local transmission,0
2020-04-04,Greece,GRC,1673,60,68,9,Local transmission,0
2020-04-04,Serbia,SRB,1624,148,39,0,Local transmission,0
2020-04-04,Iceland,ISL,1417,53,4,0,Local transmission,0
2020-04-04,Ukraine,UKR,1251,155,32,4,Local transmission,0
2020-04-04,Croatia,HRV,1126,47,12,4,Local transmission,0
2020-04-04,Estonia,EST,1018,57,13,1,Local transmission,0
2020-04-04,Slovenia,SVN,977,43,22,2,Local transmission,0
2020-04-04,Lithuania,LTU,771,0,9,0,Local transmission,1
2020-04-04,Republic of Moldova,MDA,752,161,12,3,Local transmission,0
2020-04-04,Armenia,ARM,746,10,7,0,Local transmission,0
2020-04-04,Hungary,HUN,733,55,34,2,Local transmission,0
2020-04-04,Bosnia and Herzegovina,BIH,632,46,21,3,Local transmission,0
2020-04-04,Kazakhstan,KAZ,531,71,5,2,Local transmission,0
2020-04-04,Azerbaijan,AZE,512,69,5,0,Local transmission,0
2020-04-04,Latvia,LVA,509,16,1,0,Local transmission,0
2020-04-04,Bulgaria,BGR,503,18,17,3,Local transmission,0
2020-04-04,North Macedonia,MKD,483,53,17,5,Local transmission,0
2020-04-04,Slovakia,SVK,471,21,0,0,Local transmission,0
2020-04-04,Andorra,AND,466,24,17,1,Local transmission,0
2020-04-04,Belarus,BLR,440,186,4,0,Local transmission,0
2020-04-04,Cyprus,CYP,426,30,11,0,Local transmission,0
2020-04-04,Albania,ALB,333,0,18,1,Local transmission,1
2020-04-04,Uzbekistan,UZB,298,57,2,0,Local transmission,0
2020-04-04,San Marino,SMR,259,7,32,0,Local transmission,0
2020-04-04,Malta,MLT,213,11,0,0,Local transmission,0
