Date,Country,ISO-3166 code,Confirmed cases,New cases,Deaths,New deaths,Transmission type,Days since last case
2020-04-26,China,CHN,84341,3,4643,1,Clusters of cases,0
2020-04-26,Singapore,SGP,13624,931,12,0,Clusters of cases,0
2020-04-26,Japan,JPN,13385,203,351,3,Clusters of cases,0
2020-04-26,Republic of Korea,KOR,10738,10,243,1,Clusters of cases,0
2020-04-26,Philippines,PHL,7579,285,501,7,Clusters of cases,0
2020-04-26,Australia,AUS,6713,10,83,2,Clusters of cases,0
2020-04-26,Malaysia,MYS,5780,38,98,0,Clusters of cases,0
2020-04-26,New Zealand,NZL,1122,1,19,1,Clusters of cases,0
2020-04-26,Viet Nam,VNM,270,0,0,0,Clusters of cases,2
2020-04-26,Brunei Darussalam,BRN,138,0,1,0,Sporadic cases,7
2020-04-26,Cambodia,KHM,122,0,0,0,Sporadic cases,15
2020-04-26,Mongolia,MNG,38,1,0,0,Sporadic cases,0
2020-04-26,Lao People's Democratic Republic,LAO,19,0,0,0,Sporadic cases,14
2020-04-26,Fiji,FJI,18,0,0,0,Sporadic cases,6
2020-04-26,Papua New Guinea,PNG,8,0,0,0,Sporadic cases,4
2020-04-26,Guam,GUM,137,0,5,0,Clusters of cases,1
2020-04-26,French Polynesia,PYF,57,0,0,0,Sporadic cases,5
2020-04-26,New Caledonia,NCL,18,0,0,0,Sporadic cases,24
2020-04-26,Northern Mariana Islands (Commonwealth of the),MNP,14,0,2,0,Pending,9
2020-04-26,Spain,ESP,207634,0,23190,666,Pending,0
2020-04-26,Italy,ITA,197675,2324,26644,260,Community transmission,0
2020-04-26,Germany,DEU,155193,1018,5750,110,Community transmission,0
2020-04-26,The United Kingdom,GBR,152844,4463,20732,413,Community transmission,0
2020-04-26,France,FRA,123279,404,22821,241,Community transmission,0
2020-04-26,Turkey,TUR,110130,2357,2805,99,Community transmission,0
2020-04-26,Russian Federation,RUS,87147,12559,794,113,Clusters of cases,0
2020-04-26,Belgium,BEL,46134,809,7094,177,Community transmission,0
2020-04-26,Netherlands,NLD,37845,655,4475,66,Community transmission,0
2020-04-26,Switzerland,CHE,28978,0,1336,0,Community transmission,1
2020-04-26,Portugal,PRT,23864,472,903,23,Pending,0
2020-04-26,Ireland,IRL,19262,701,1087,24,Community transmission,0
2020-04-26,Sweden,SWE,18640,463,2194,2,Community transmission,0
2020-04-26,Israel,ISR,15398,0,199,0,Pending,1
2020-04-26,Austria,AUT,15189,55,542,6,Community transmission,0
2020-04-26,Poland,POL,11617,344,535,11,Pending,0
2020-04-26,Romania,ROU,11036,401,608,33,Community transmission,0
2020-04-26,Belarus,BLR,10463,873,72,5,Clusters of cases,0
2020-04-26,Ukraine,UKR,9009,392,220,11,Community transmission,0
2020-04-26,Denmark,DNK,8575,130,422,4,Pending,0
2020-04-26,Serbia,SRB,8042,263,156,5,Pending,0
2020-04-26,Norway,NOR,7505,38,193,0,Pending,0
2020-04-26,Czechia,CZE,7404,52,221,3,Community transmission,0
2020-04-26,Finland,FIN,4576,101,190,4,Pending,0
2020-04-26,Luxembourg,LUX,3723,12,88,3,Pending,0
2020-04-26,Republic of Moldova,MDA,3408,104,96,2,Pending,0
2020-04-26,Kazakhstan,KAZ,2791,190,25,0,Pending,0
2020-04-26,Hungary,HUN,2583,83,280,8,Clusters of cases,0
2020-04-26,Greece,GRC,2506,0,130,0,Community transmission,1
2020-04-26,Croatia,HRV,2030,14,55,1,Community transmission,0
2020-04-26,Uzbekistan,UZB,1887,22,8,0,Clusters of cases,0
2020-04-26,Armenia,ARM,1808,62,29,1,Clusters of cases,0
2020-04-26,Iceland,ISL,1792,2,10,0,Community transmission,0
2020-04-26,Azerbaijan,AZE,1645,28,21,0,Clusters of cases,0
2020-04-26,Estonia,EST,1643,8,49,3,Pending,0
2020-04-26,Bosnia and Herzegovina,BIH,1516,31,58,2,Community transmission,0
2020-04-26,Lithuania,LTU,1449,11,41,0,Community transmission,0
2020-04-26,Slovenia,SVN,1407,19,82,1,Community transmission,0
2020-04-26,North Macedonia,MKD,1386,19,61,2,Clusters of cases,0
2020-04-26,Slovakia,SVK,1379,6,18,1,Clusters of cases,0
2020-04-26,Bulgaria,BGR,1300,53,56,1,Pending,0
2020-04-26,Cyprus,CYP,817,7,17,0,Clusters of cases,0
