Date,Country,ISO-3166 code,Confirmed cases,New cases,Deaths,New deaths,Transmission type,Days since last case
2020-04-27,China,CHN,84347,6,4643,0,Clusters of cases,0
2020-04-27,Singapore,SGP,14423,799,14,2,Clusters of cases,0
2020-04-27,Japan,JPN,13576,191,376,25,Clusters of cases,0
2020-04-27,Republic of Korea,KOR,10752,14,244,1,Clusters of cases,0
2020-04-27,Philippines,PHL,7777,198,511,10,Clusters of cases,0
2020-04-27,Australia,AUS,6725,12,84,1,Clusters of cases,0
2020-04-27,Malaysia,MYS,5820,40,99,1,Clusters of cases,0
2020-04-27,New Zealand,NZL,1124,2,19,0,Clusters of cases,0
2020-04-27,Viet Nam,VNM,270,0,0,0,Clusters of cases,1
2020-04-27,Brunei Darussalam,BRN,138,0,1,0,Sporadic cases,8
2020-04-27,Cambodia,KHM,122,0,0,0,Sporadic cases,16
2020-04-27,Mongolia,MNG,38,0,0,0,Sporadic cases,1
2020-04-27,Lao People's Democratic Republic,LAO,19,0,0,0,Sporadic cases,15
2020-04-27,Fiji,FJI,18,0,0,0,Sporadic cases,7
2020-04-27,Papua New Guinea,PNG,8,0,0,0,Sporadic cases,5
2020-04-27,Guam,GUM,138,1,5,0,Clusters of cases,0
2020-04-27,French Polynesia,PYF,58,1,0,0,Sporadic cases,0
2020-04-27,New Caledonia,NCL,18,0,0,0,Sporadic cases,25
2020-04-27,Northern Mariana Islands (Commonwealth of the),MNP,14,0,2,0,Pending,10
2020-04-27,Spain,ESP,209465,1831,23190,0,Pending,0
2020-04-27,Italy,ITA,199414,1739,26977,333,Community transmission,0
2020-04-27,The United Kingdom,GBR,157153,4309,21092,360,Community transmission,0
2020-04-27,Germany,DEU,156337,1144,5913,163,Community transmission,0
2020-04-27,France,FRA,127008,3729,23261,440,Community transmission,0
2020-04-27,Turkey,TUR,112261,2131,2900,95,Community transmission,0
2020-04-27,Russian Federation,RUS,93558,6411,867,73,Clusters of cases,0
2020-04-27,Belgium,BEL,46687,553,7207,113,Community transmission,0
2020-04-27,Netherlands,NLD,38245,400,4518,43,Community transmission,0
2020-04-27,Switzerland,CHE,29081,103,1352,16,Community transmission,0
2020-04-27,Portugal,PRT,24027,163,928,25,Pending,0
2020-04-27,Ireland,IRL,19648,386,1102,15,Community transmission,0
2020-04-27,Sweden,SWE,18926,286,2274,80,Community transmission,0
2020-04-27,Israel,ISR,15466,68,202,3,Pending,0
2020-04-27,Austria,AUT,15256,67,549,7,Community transmission,0
2020-04-27,Belarus,BLR,12208,1745,79,7,Clusters of cases,0
2020-04-27,Poland,POL,11902,285,562,27,Community transmission,0
2020-04-27,Romania,ROU,11339,303,631,23,Community transmission,0
2020-04-27,Ukraine,UKR,9410,401,239,19,Community transmission,0
2020-04-27,Denmark,DNK,8698,123,427,5,Pending,0
2020-04-27,Serbia,SRB,8275,233,162,6,Pending,0
2020-04-27,Norway,NOR,7533,28,193,0,Pending,0
2020-04-27,Czechia,CZE,7449,45,223,2,Community transmission,0
2020-04-27,Finland,FIN,4695,119,193,3,Pending,0
2020-04-27,Luxembourg,LUX,3729,6,88,0,Pending,0
2020-04-27,Republic of Moldova,MDA,3481,73,103,7,Pending,0
2020-04-27,Kazakhstan,KAZ,2982,191,25,0,Pending,0
2020-04-27,Hungary,HUN,2649,66,291,11,Clusters of cases,0
2020-04-27,Greece,GRC,2534,28,136,6,Community transmission,0
2020-04-27,Croatia,HRV,2039,9,59,4,Community transmission,0
2020-04-27,Uzbekistan,UZB,1924,37,8,0,Clusters of cases,0
2020-04-27,Armenia,ARM,1867,59,30,1,Clusters of cases,0
2020-04-27,Iceland,ISL,1792,0,10,0,Community transmission,1
2020-04-27,Azerbaijan,AZE,1678,33,22,1,Clusters of cases,0
