Date,Country,ISO-3166 code,Confirmed cases,New cases,Deaths,New deaths,Transmission type,Days since last case
2020-05-09,South Africa,ZAF,9420,525,186,8,Community transmission,0
2020-05-09,Algeria,DZA,5558,189,494,6,Community transmission,0
2020-05-09,Ghana,GHA,4263,251,22,4,Clusters of cases,0
2020-05-09,Nigeria,NGA,4151,239,128,11,Community transmission,0
2020-05-09,Cameroon,CMR,2335,70,110,2,Clusters of cases,0
2020-05-09,Guinea,GIN,2042,33,11,0,Community transmission,0
2020-05-09,Cote d'Ivoire,CIV,1667,65,21,1,Clusters of cases,0
2020-05-09,Senegal,SEN,1634,83,17,4,Clusters of cases,0
2020-05-09,Democratic Republic of the Congo,COD,991,54,41,2,Clusters of cases,0
2020-05-09,Niger,NER,815,20,45,1,Clusters of cases,0
2020-05-09,Burkina Faso,BFA,748,12,48,0,Community transmission,0
2020-05-09,Mali,MLI,692,24,37,2,Clusters of cases,0
2020-05-09,Gabon,GAB,661,41,8,0,Clusters of cases,0
2020-05-09,Kenya,KEN,649,28,30,1,Clusters of cases,0
2020-05-09,Guinea-Bissau,GNB,642,134,3,1,Sporadic cases,0
2020-05-09,United Republic of Tanzania,TZA,509,0,21,0,Clusters of cases,2
2020-05-09,Equatorial Guinea,GNQ,439,0,4,0,Clusters of cases,4
2020-05-09,Mauritius,MUS,332,0,10,0,Community transmission,13
2020-05-09,Chad,TCD,322,62,31,3,Sporadic cases,0
2020-05-09,Sierra Leone,SLE,291,34,18,1,Clusters of cases,0
2020-05-09,Congo,COG,287,0,10,0,Clusters of cases,1
2020-05-09,Benin,BEN,284,42,2,0,Sporadic cases,0
2020-05-09,Rwanda,RWA,280,7,0,0,Clusters of cases,0
2020-05-09,Zambia,ZMB,252,85,4,0,Sporadic cases,0
2020-05-09,Cabo Verde,CPV,236,6,2,0,Sporadic cases,0
2020-05-09,Ethiopia,ETH,210,16,5,1,Clusters of cases,0
2020-05-09,Liberia,LBR,199,0,20,0,Clusters of cases,1
2020-05-09,Madagascar,MDG,169,0,0,0,Clusters of cases,1
2020-05-09,Sao Tome and Principe,STP,165,-43,4,-1,Sporadic cases,0
2020-05-09,Eswatini,SWZ,163,4,2,0,Sporadic cases,0
2020-05-09,Togo,TGO,153,8,10,0,Clusters of cases,0
2020-05-09,Central African Republic,CAF,143,49,0,0,Sporadic cases,0
2020-05-09,South Sudan,SSD,120,0,0,0,Sporadic cases,1
2020-05-09,Uganda,UGA,116,15,0,0,Sporadic cases,0
2020-05-09,Mozambique,MOZ,87,5,0,0,Sporadic cases,0
2020-05-09,Malawi,MWI,56,13,3,0,Sporadic cases,0
2020-05-09,Angola,AGO,43,7,2,0,Sporadic cases,0
2020-05-09,Eritrea,ERI,39,0,0,0,Sporadic cases,21
2020-05-09,Zimbabwe,ZWE,35,1,4,0,Sporadic cases,0
2020-05-09,Botswana,BWA,23,0,1,0,Sporadic cases,11
2020-05-09,Gambia,GMB,20,0,1,0,Sporadic cases,1
2020-05-09,Burundi,BDI,19,0,1,0,Sporadic cases,7
2020-05-09,Namibia,NAM,16,0,0,0,Sporadic cases,34
2020-05-09,Comoros,COM,11,3,1,0,Pending,0
2020-05-09,Seychelles,SYC,11,0,0,0,Sporadic cases,33
2020-05-09,Mauritania,MRT,8,0,1,0,Sporadic cases,9
2020-05-09,Mayotte,MYT,890,0,11,0,Clusters of cases,1
2020-05-09,Reunion,REU,430,0,0,0,Clusters of cases,1
2020-05-09,United States of America,USA,1245775,-99,75364,5475,Community transmission,0
2020-05-09,Brazil,BRA,145328,10222,9897,751,Community transmission,0
2020-05-09,Canada,CAN,66780,1381,4628,157,Community transmission,0
2020-05-09,Peru,PER,61847,3321,1714,87,Community transmission,0
2020-05-09,Mexico,MEX,31522,1906,3160,199,Community transmission,0
2020-05-09,Ecuador,ECU,28818,-1480,1704,50,Community transmission,0
2020-05-09,Chile,CHL,27219,1247,304,10,Community transmission,0
2020-05-09,Colombia,COL,10051,595,428,21,Community transmission,0
2020-05-09,Dominican Republic,DOM,9882,506,385,5,Community transmission,0
2020-05-09,Panama,PAN,8070,202,231,6,Community transmission,0
2020-05-09,Argentina,ARG,5680,150,297,8,Community transmission,0
2020-05-09,Bolivia (Plurinational State of),BOL,2266,185,106,4,Clusters of cases,0
2020-05-09,Honduras,HND,1771,86,107,2,Community transmission,0
2020-05-09,Cuba,CUB,1754,13,74,0,Clusters of cases,0
2020-05-09,Guatemala,GTM,900,68,24,1,Clusters of cases,0
2020-05-09,El Salvador,SLV,784,42,16,1,Clusters of cases,0
2020-05-09,Costa Rica,CRI,773,8,6,0,Clusters of cases,0
2020-05-09,Uruguay,URY,694,10,17,0,Clusters of cases,0
2020-05-09,Paraguay,PRY,689,126,10,0,Community transmission,0
2020-05-09,Jamaica,JAM,490,2,9,0,Clusters of cases,0
2020-05-09,Venezuela (Bolivarian Republic of),VEN,388,7,10,0,Clusters of cases,0
2020-05-09,Haiti,HTI,146,17,12,0,Clusters of cases,0
2020-05-09,Trinidad and Tobago,TTO,116,0,8,0,Sporadic cases,12
2020-05-09,Guyana,GUY,93,0,10,0,Clusters of cases,3
2020-05-09,Bahamas,BHS,92,0,11,0,Clusters of cases,2
2020-05-09,Barbados,BRB,82,0,7,0,Clusters of cases,5
2020-05-09,Antigua and Barbuda,ATG,25,0,3,0,Clusters of cases,6
2020-05-09,Grenada,GRD,21,0,0,0,Clusters of cases,6
2020-05-09,Belize,BLZ,18,0,2,0,Sporadic cases,25
2020-05-09,Saint Lucia,LCA,18,0,0,0,Sporadic cases,5
2020-05-09,Saint Vincent and the Grenadines,VCT,17,0,0,0,Sporadic cases,5
2020-05-09,Dominica,DMA,16,0,0,0,Clusters of cases,29
2020-05-09,Nicaragua,NIC,16,0,5,0,Pending,3
2020-05-09,Saint Kitts and Nevis,KNA,15,0,0,0,Sporadic cases,19
2020-05-09,Suriname,SUR,10,0,1,0,Sporadic cases,36
2020-05-09,Puerto Rico,PRI,2173,17,108,52,Clusters of cases,0
2020-05-09,Martinique,MTQ,186,3,14,0,Clusters of cases,0
2020-05-09,Guadeloupe,GLP,154,0,13,0,Clusters of cases,1
2020-05-09,French Guiana,GUF,141,0,1,0,Clusters of cases,1
2020-05-09,Bermuda,BMU,118,0,7,0,Clusters of cases,2
2020-05-09,Aruba,ABW,101,0,3,0,Sporadic cases,4
2020-05-09,Cayman Islands,CYM,81,1,1,0,Clusters of cases,0
2020-05-09,Sint Maarten,SXM,77,1,15,1,Sporadic cases,0
2020-05-09,United States Virgin Islands,VIR,68,0,4,0,Clusters of cases,1
2020-05-09,Saint Martin,MAF,38,0,3,0,Sporadic cases,17
2020-05-09,Curaçao,CUW,16,0,1,0,Sporadic cases,12
2020-05-09,Falkland Islands (Malvinas),FLK,13,0,0,0,Clusters of cases,14
2020-05-09,Turks and Caicos Islands,TCA,12,0,1,0,Sporadic cases,12
2020-05-09,Montserrat,MSR,11,0,1,0,Sporadic cases,26
