Date,Country,ISO-3166 code,Confirmed cases,New cases,Deaths,New deaths,Transmission type,Days since last case
2020-04-15,China,CHN,83797,52,3352,0,Clusters of cases,0
2020-04-15,Republic of Korea,KOR,10613,22,229,4,Clusters of cases,0
2020-04-15,Japan,JPN,8582,482,136,17,Clusters of cases,0
2020-04-15,Australia,AUS,6458,42,63,2,Clusters of cases,0
2020-04-15,Philippines,PHL,5453,230,349,14,Clusters of cases,0
2020-04-15,Malaysia,MYS,5072,85,83,1,Clusters of cases,0
2020-04-15,Singapore,SGP,3699,447,10,0,Clusters of cases,0
2020-04-15,New Zealand,NZL,1084,6,9,0,Clusters of cases,0
2020-04-15,Viet Nam,VNM,267,1,0,0,Clusters of cases,0
2020-04-15,Brunei Darussalam,BRN,136,0,1,0,Sporadic cases,5
2020-04-15,Cambodia,KHM,122,0,0,0,Sporadic cases,4
2020-04-15,Mongolia,MNG,30,0,0,0,Sporadic cases,1
2020-04-15,Lao People's Democratic Republic,LAO,19,0,0,0,Sporadic cases,3
2020-04-15,Fiji,FJI,16,0,0,0,Sporadic cases,5
2020-04-15,Papua New Guinea,PNG,2,0,0,0,Sporadic cases,7
2020-04-15,Guam,GUM,135,0,5,0,Clusters of cases,1
2020-04-15,French Polynesia,PYF,55,0,0,0,Sporadic cases,2
2020-04-15,New Caledonia,NCL,18,0,0,0,Sporadic cases,13
2020-04-15,Northern Mariana Islands (Commonwealth of the),MNP,13,0,2,0,Pending,1
2020-04-15,Spain,ESP,177633,5092,18579,523,Pending,0
2020-04-15,Italy,ITA,165155,2667,21647,578,Pending,0
2020-04-15,Germany,DEU,130450,2866,3569,315,Pending,0
2020-04-15,France,FRA,105155,2622,17146,1438,Pending,0
2020-04-15,The United Kingdom,GBR,98480,4603,12868,761,Pending,0
2020-04-15,Turkey,TUR,69392,4281,1518,115,Community transmission,0
2020-04-15,Belgium,BEL,33573,2454,4440,283,Pending,0
2020-04-15,Netherlands,NLD,28153,734,3134,189,Pending,0
2020-04-15,Russian Federation,RUS,27938,3448,232,34,Clusters of cases,0
2020-04-15,Switzerland,CHE,26336,583,973,73,Community transmission,0
