Date,Country,ISO-3166 code,Confirmed cases,New cases,Deaths,New deaths,Transmission type,Days since last case
2020-05-08,South Africa,ZAF,8895,663,178,17,Community transmission,0
2020-05-08,Algeria,DZA,5369,187,488,5,Community transmission,0
2020-05-08,Ghana,GHA,4012,921,18,0,Clusters of cases,0
2020-05-08,Nigeria,NGA,3912,386,117,10,Community transmission,0
2020-05-08,Cameroon,CMR,2265,0,108,0,Clusters of cases,3
2020-05-08,Guinea,GIN,2009,82,11,0,Community transmission,0
2020-05-08,Cote d'Ivoire,CIV,1602,31,20,0,Clusters of cases,0
2020-05-08,Senegal,SEN,1551,59,13,0,Clusters of cases,0
2020-05-08,Democratic Republic of the Congo,COD,937,40,39,3,Clusters of cases,0
2020-05-08,Niger,NER,795,14,44,2,Clusters of cases,0
2020-05-08,Burkina Faso,BFA,736,0,48,0,Community transmission,1
2020-05-08,Mali,MLI,668,18,35,3,Clusters of cases,0
2020-05-08,Kenya,KEN,621,14,29,0,Clusters of cases,0
2020-05-08,Gabon,GAB,620,116,8,0,Clusters of cases,0
2020-05-08,United Republic of Tanzania,TZA,509,0,21,0,Clusters of cases,1
2020-05-08,Guinea-Bissau,GNB,508,0,2,0,Sporadic cases,2
2020-05-08,Equatorial Guinea,GNQ,439,0,4,0,Clusters of cases,3
2020-05-08,Mauritius,MUS,332,0,10,0,Community transmission,12
2020-05-08,Congo,COG,287,13,10,0,Clusters of cases,0
2020-05-08,Rwanda,RWA,273,2,0,0,Clusters of cases,0
2020-05-08,Chad,TCD,260,7,28,1,Sporadic cases,0
2020-05-08,Sierra Leone,SLE,257,26,17,3,Clusters of cases,0
2020-05-08,Benin,BEN,242,102,2,0,Sporadic cases,0
2020-05-08,Cabo Verde,CPV,230,12,2,0,Sporadic cases,0
2020-05-08,Sao Tome and Principe,STP,208,43,5,1,Sporadic cases,0
2020-05-08,Liberia,LBR,199,10,20,0,Clusters of cases,0
2020-05-08,Ethiopia,ETH,194,3,4,0,Clusters of cases,0
2020-05-08,Madagascar,MDG,169,0,0,0,Clusters of cases,2
2020-05-08,Zambia,ZMB,167,14,4,0,Sporadic cases,0
2020-05-08,Eswatini,SWZ,159,6,2,0,Sporadic cases,0
2020-05-08,Togo,TGO,145,10,10,1,Clusters of cases,0
2020-05-08,South Sudan,SSD,120,30,0,0,Sporadic cases,0
2020-05-08,Uganda,UGA,101,0,0,0,Sporadic cases,1
2020-05-08,Central African Republic,CAF,94,0,0,0,Sporadic cases,4
2020-05-08,Mozambique,MOZ,82,1,0,0,Sporadic cases,0
2020-05-08,Malawi,MWI,43,0,3,0,Sporadic cases,2
2020-05-08,Eritrea,ERI,39,0,0,0,Sporadic cases,20
2020-05-08,Angola,AGO,36,0,2,0,Sporadic cases,3
2020-05-08,Zimbabwe,ZWE,34,0,4,0,Sporadic cases,7
2020-05-08,Botswana,BWA,23,0,1,0,Sporadic cases,10
2020-05-08,Gambia,GMB,20,2,1,0,Sporadic cases,0
