Date,Country,ISO-3166 code,Confirmed cases,New cases,Deaths,New deaths,Transmission type,Days since last case
2020-05-22,South Africa,ZAF,20125,988,397,28,Community transmission,0
2020-05-22,Algeria,DZA,7918,190,582,7,Community transmission,0
2020-05-22,Nigeria,NGA,7261,245,221,10,Community transmission,0
2020-05-22,Ghana,GHA,6486,217,31,0,Community transmission,0
2020-05-22,Cameroon,CMR,4400,112,159,3,Community transmission,0
2020-05-22,Guinea,GIN,3114,47,19,0,Community transmission,0
2020-05-22,Senegal,SEN,2909,94,33,0,Community transmission,0
2020-05-22,Cote d'Ivoire,CIV,2341,40,29,0,Community transmission,0
2020-05-22,Democratic Republic of the Congo,COD,1944,0,62,0,Community transmission,1
2020-05-22,Gabon,GAB,1728,161,12,0,Community transmission,0
2020-05-22,Kenya,KEN,1161,52,50,0,Community transmission,0
2020-05-22,Guinea-Bissau,GNB,1114,5,6,0,Community transmission,0
2020-05-22,Mali,MLI,969,38,62,7,Community transmission,0
2020-05-22,Equatorial Guinea,GNQ,960,0,11,0,Community transmission,1
2020-05-22,Niger,NER,937,13,60,0,Community transmission,0
2020-05-22,Zambia,ZMB,920,54,7,0,Community transmission,0
2020-05-22,Burkina Faso,BFA,814,2,52,0,Community transmission,0
2020-05-22,Chad,TCD,611,23,59,1,Community transmission,0
2020-05-22,Sierra Leone,SLE,606,21,38,3,Clusters of cases,0
2020-05-22,United Republic of Tanzania,TZA,509,0,21,0,Community transmission,15
2020-05-22,Central African Republic,CAF,479,43,0,0,Sporadic cases,0
2020-05-22,South Sudan,SSD,473,0,5,-1,Clusters of cases,1
2020-05-22,Congo,COG,469,0,16,0,Community transmission,1
2020-05-22,Madagascar,MDG,448,43,2,0,Clusters of cases,0
2020-05-22,Ethiopia,ETH,433,34,5,0,Clusters of cases,0
2020-05-22,Togo,TGO,363,9,12,0,Community transmission,0
2020-05-22,Cabo Verde,CPV,362,6,3,0,Clusters of cases,0
2020-05-22,Mauritius,MUS,332,0,10,0,Clusters of cases,26
2020-05-22,Rwanda,RWA,321,1,0,0,Sporadic cases,0
2020-05-22,Uganda,UGA,274,10,0,0,Sporadic cases,0
2020-05-22,Liberia,LBR,249,9,24,1,Community transmission,0
2020-05-22,Eswatini,SWZ,225,5,2,0,Clusters of cases,0
2020-05-22,Mauritania,MRT,173,0,5,0,Sporadic cases,1
2020-05-22,Sao Tome and Principe,STP,165,0,8,0,Clusters of cases,4
2020-05-22,Mozambique,MOZ,164,2,0,0,Clusters of cases,0
2020-05-22,Benin,BEN,135,0,3,0,Community transmission,1
2020-05-22,Malawi,MWI,82,10,3,0,Clusters of cases,0
2020-05-22,Angola,AGO,60,0,3,0,Clusters of cases,1
2020-05-22,Zimbabwe,ZWE,51,0,4,0,Sporadic cases,1
2020-05-22,Burundi,BDI,42,0,1,0,Clusters of cases,5
2020-05-22,Eritrea,ERI,39,0,0,0,Sporadic cases,34
2020-05-22,Comoros,COM,34,0,1,0,Community transmission,3
2020-05-22,Botswana,BWA,29,0,1,0,Clusters of cases,1
2020-05-22,Gambia,GMB,25,1,1,0,Sporadic cases,0
2020-05-22,Namibia,NAM,19,1,0,0,Sporadic cases,0
2020-05-22,Seychelles,SYC,11,0,0,0,Clusters of cases,46
2020-05-22,Lesotho,LSO,2,1,0,0,Pending,0
2020-05-22,Mayotte,MYT,1521,27,19,0,Clusters of cases,0
2020-05-22,Reunion,REU,449,0,1,0,Clusters of cases,1
2020-05-22,United States of America,USA,1547973,22787,92923,1396,Community transmission,0
2020-05-22,Brazil,BRA,310087,18508,20047,1188,Community transmission,0
2020-05-22,Peru,PER,108769,4749,3148,124,Community transmission,0
2020-05-22,Canada,CAN,81765,1210,6180,118,Community transmission,0
2020-05-22,Chile,CHL,61857,8240,630,86,Community transmission,0
2020-05-22,Mexico,MEX,59567,2973,6510,420,Community transmission,0
2020-05-22,Ecuador,ECU,35828,974,3056,168,Community transmission,0
2020-05-22,Colombia,COL,18330,643,652,22,Community transmission,0
2020-05-22,Dominican Republic,DOM,13989,332,456,8,Community transmission,0
2020-05-22,Panama,PAN,10116,139,291,4,Community transmission,0
2020-05-22,Argentina,ARG,9931,648,419,16,Community transmission,0
2020-05-22,Bolivia (Plurinational State of),BOL,5187,268,215,16,Community transmission,0
2020-05-22,Honduras,HND,3204,104,156,5,Community transmission,0
2020-05-22,Guatemala,GTM,2512,247,48,3,Community transmission,0
2020-05-22,Cuba,CUB,1916,8,81,1,Clusters of cases,0
2020-05-22,El Salvador,SLV,1725,85,33,1,Community transmission,0
2020-05-22,Costa Rica,CRI,903,21,10,0,Clusters of cases,0
2020-05-22,Venezuela (Bolivarian Republic of),VEN,882,58,10,0,Community transmission,0
2020-05-22,Paraguay,PRY,838,2,11,0,Community transmission,0
2020-05-22,Uruguay,URY,749,3,20,0,Clusters of cases,0
2020-05-22,Haiti,HTI,734,71,25,3,Clusters of cases,0
2020-05-22,Jamaica,JAM,534,5,9,0,Clusters of cases,0
2020-05-22,Nicaragua,NIC,279,0,17,0,Clusters of cases,2
2020-05-22,Guyana,GUY,127,2,10,0,Clusters of cases,0
2020-05-22,Trinidad and Tobago,TTO,116,0,8,0,Sporadic cases,25
2020-05-22,Bahamas,BHS,97,0,11,0,Clusters of cases,1
2020-05-22,Barbados,BRB,90,0,7,0,Clusters of cases,2
2020-05-22,Antigua and Barbuda,ATG,25,0,3,0,Clusters of cases,19
2020-05-22,Grenada,GRD,22,0,0,0,Clusters of cases,7
2020-05-22,Belize,BLZ,18,0,2,0,Sporadic cases,38
2020-05-22,Saint Lucia,LCA,18,0,0,0,Sporadic cases,18
2020-05-22,Saint Vincent and the Grenadines,VCT,18,0,0,0,Sporadic cases,2
2020-05-22,Dominica,DMA,16,0,0,0,Clusters of cases,42
2020-05-22,Saint Kitts and Nevis,KNA,15,0,0,0,Sporadic cases,32
2020-05-22,Suriname,SUR,11,0,1,0,Sporadic cases,4
2020-05-22,Puerto Rico,PRI,3030,117,126,0,Community transmission,0
2020-05-22,French Guiana,GUF,249,12,1,0,Clusters of cases,0
2020-05-22,Martinique,MTQ,197,5,14,0,Clusters of cases,0
