Date,Country,ISO-3166 code,Confirmed cases,New cases,Deaths,New deaths,Transmission type,Days since last case
2020-06-03,South Africa,ZAF,37525,1713,792,37,Community transmission,0
2020-06-03,Nigeria,NGA,11166,347,315,1,Community transmission,0
2020-06-03,Algeria,DZA,9733,107,673,6,Community transmission,0
2020-06-03,Ghana,GHA,8548,251,38,0,Community transmission,0
2020-06-03,Cameroon,CMR,6752,167,200,0,Community transmission,0
2020-06-03,Guinea,GIN,3933,47,23,0,Community transmission,0
2020-06-03,Senegal,SEN,3932,96,45,2,Community transmission,0
2020-06-03,Democratic Republic of the Congo,COD,3494,169,74,3,Community transmission,0
2020-06-03,Cote d'Ivoire,CIV,3110,86,35,2,Community transmission,0
2020-06-03,Gabon,GAB,2902,99,20,0,Community transmission,0
2020-06-03,Kenya,KEN,2216,123,74,3,Community transmission,0
2020-06-03,Ethiopia,ETH,1486,142,17,3,Clusters of cases,0
2020-06-03,Mali,MLI,1386,35,79,1,Community transmission,0
2020-06-03,Guinea-Bissau,GNB,1346,7,9,1,Community transmission,0
2020-06-03,South Sudan,SSD,1317,323,14,4,Clusters of cases,0
2020-06-03,Central African Republic,CAF,1189,120,4,0,Clusters of cases,0
2020-06-03,Zambia,ZMB,1089,0,7,0,Community transmission,2
2020-06-03,Equatorial Guinea,GNQ,1043,0,12,0,Community transmission,11
2020-06-03,Niger,NER,961,1,65,0,Community transmission,0
2020-06-03,Sierra Leone,SLE,909,13,47,1,Community transmission,0
2020-06-03,Madagascar,MDG,908,63,6,0,Clusters of cases,0
2020-06-03,Burkina Faso,BFA,884,0,53,0,Community transmission,1
2020-06-03,Chad,TCD,820,17,66,0,Community transmission,0
2020-06-03,Mauritania,MRT,668,80,31,5,Clusters of cases,0
2020-06-03,Uganda,UGA,636,50,0,0,Sporadic cases,0
2020-06-03,Congo,COG,632,14,20,0,Community transmission,0
2020-06-03,United Republic of Tanzania,TZA,509,0,21,0,Community transmission,27
2020-06-03,Cabo Verde,CPV,477,11,5,0,Clusters of cases,0
2020-06-03,Togo,TGO,452,7,13,0,Community transmission,0
2020-06-03,Rwanda,RWA,397,13,2,0,Sporadic cases,0
2020-06-03,Malawi,MWI,369,11,4,0,Clusters of cases,0
2020-06-03,Mauritius,MUS,335,0,10,0,Clusters of cases,5
2020-06-03,Liberia,LBR,316,5,28,0,Community transmission,0
2020-06-03,Mozambique,MOZ,316,9,2,0,Clusters of cases,0
2020-06-03,Eswatini,SWZ,295,1,3,0,Clusters of cases,0
2020-06-03,Sao Tome and Principe,STP,295,0,10,0,Clusters of cases,8
2020-06-03,Benin,BEN,244,0,3,0,Community transmission,1
2020-06-03,Zimbabwe,ZWE,222,16,4,0,Sporadic cases,0
2020-06-03,Angola,AGO,86,0,4,0,Clusters of cases,3
2020-06-03,Burundi,BDI,63,0,1,0,Clusters of cases,3
2020-06-03,Comoros,COM,62,0,2,0,Community transmission,3
2020-06-03,Botswana,BWA,40,0,1,0,Clusters of cases,1
2020-06-03,Eritrea,ERI,39,0,0,0,Sporadic cases,46
2020-06-03,Gambia,GMB,26,0,1,0,Sporadic cases,1
2020-06-03,Namibia,NAM,25,0,0,0,Sporadic cases,2
2020-06-03,Seychelles,SYC,11,0,0,0,Clusters of cases,58
2020-06-03,Lesotho,LSO,4,2,0,0,Sporadic cases,0
2020-06-03,Mayotte,MYT,1993,7,24,0,Clusters of cases,0
2020-06-03,Reunion,REU,478,1,1,0,Clusters of cases,0
2020-06-03,United States of America,USA,1823220,24890,106051,1043,Community transmission,0
2020-06-03,Brazil,BRA,555383,28936,31199,1262,Community transmission,0
2020-06-03,Peru,PER,174884,4845,4767,133,Community transmission,0
2020-06-03,Chile,CHL,113628,4942,1275,87,Community transmission,0
2020-06-03,Mexico,MEX,97326,3891,10637,470,Community transmission,0
2020-06-03,Canada,CAN,92748,597,7414,70,Community transmission,0
2020-06-03,Ecuador,ECU,40966,552,3486,48,Community transmission,0
2020-06-03,Colombia,COL,31833,1340,1009,40,Community transmission,0
2020-06-03,Argentina,ARG,18319,904,570,10,Community transmission,0
2020-06-03,Dominican Republic,DOM,18040,288,516,1,Community transmission,0
2020-06-03,Panama,PAN,14095,258,352,8,Community transmission,0
2020-06-03,Bolivia (Plurinational State of),BOL,10991,460,376,33,Community transmission,0
2020-06-03,Guatemala,GTM,5586,250,123,7,Community transmission,0
2020-06-03,Honduras,HND,5527,165,225,8,Community transmission,0
2020-06-03,El Salvador,SLV,2705,52,51,5,Community transmission,0
2020-06-03,Haiti,HTI,2507,281,48,3,Community transmission,0
2020-06-03,Cuba,CUB,2107,15,83,0,Clusters of cases,0
2020-06-03,Venezuela (Bolivarian Republic of),VEN,1819,157,18,1,Community transmission,0
2020-06-03,Nicaragua,NIC,1309,359,46,11,Community transmission,0
2020-06-03,Costa Rica,CRI,1105,21,10,0,Clusters of cases,0
2020-06-03,Paraguay,PRY,1070,57,11,0,Community transmission,0
2020-06-03,Uruguay,URY,826,1,23,0,Clusters of cases,0
2020-06-03,Jamaica,JAM,590,2,9,0,Clusters of cases,0
2020-06-03,Guyana,GUY,153,0,12,0,Clusters of cases,2
2020-06-03,Trinidad and Tobago,TTO,117,0,8,0,Sporadic cases,3
2020-06-03,Bahamas,BHS,102,0,11,0,Clusters of cases,2
2020-06-03,Barbados,BRB,92,0,7,0,Clusters of cases,10
2020-06-03,Suriname,SUR,54,1,1,0,Sporadic cases,0
2020-06-03,Saint Vincent and the Grenadines,VCT,26,0,0,0,Sporadic cases,3
2020-06-03,Antigua and Barbuda,ATG,25,0,3,0,Clusters of cases,31
2020-06-03,Grenada,GRD,23,0,0,0,Clusters of cases,8
2020-06-03,Belize,BLZ,18,0,2,0,Sporadic cases,50
2020-06-03,Saint Lucia,LCA,18,0,0,0,Sporadic cases,30
2020-06-03,Dominica,DMA,16,0,0,0,Clusters of cases,54
2020-06-03,Saint Kitts and Nevis,KNA,15,0,0,0,Sporadic cases,44
2020-06-03,Puerto Rico,PRI,4023,88,140,2,Community transmission,0
2020-06-03,French Guiana,GUF,533,16,1,0,Clusters of cases,0
2020-06-03,Martinique,MTQ,200,0,14,0,Clusters of cases,4
2020-06-03,Guadeloupe,GLP,162,0,14,0,Clusters of cases,5
2020-06-03,Cayman Islands,CYM,151,1,1,0,Clusters of cases,0
